businessoperator,detailurl,streetnumber,street,totaloutstanding,totalunits,geom,geolocalarea,geo_point_2d,violation_rate,city
1150 Properties Ltd.,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1150&street=W%2013TH%20AVENUE,1150,W 13TH AVENUE,3,22.0,"{""coordinates"":[-123.13043986,49.25942861],""type"":""Point""}",Fairview,"49.25942861, -123.13043986",0.13636363016528952,Vancouver
Wong's Apartment Group Inc,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1225&street=W%2013TH%20AVENUE,1225,W 13TH AVENUE,4,15.0,"{""coordinates"":[-123.1321681,49.25997937],""type"":""Point""}",Fairview,"49.25997937, -123.1321681",0.2666666488888901,Vancouver
Avaun Suites Inc,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1025&street=W%2013TH%20AVENUE,1025,W 13TH AVENUE,1,10.0,"{""coordinates"":[-123.12743181,49.25990382],""type"":""Point""}",Fairview,"49.25990382, -123.12743181",0.09999999000000101,Vancouver
900 West 14th Holdings Inc,http://app.vancouver.ca/RPS_Net/Default.aspx?num=975&street=W%2014TH%20AVENUE,975,W 14TH AVENUE,1,6.0,"{""coordinates"":[-123.12608659,49.25895901],""type"":""Point""}",Fairview,"49.25895901, -123.12608659",0.16666663888889352,Vancouver
Donald A Silvan (Donald Silvan),http://app.vancouver.ca/RPS_Net/Default.aspx?num=325&street=W%2014TH%20AVENUE,325,W 14TH AVENUE,1,6.0,"{""coordinates"":[-123.11178089,49.25889697],""type"":""Point""}",Mount Pleasant,"49.25889697, -123.11178089",0.16666663888889352,Vancouver
Wimming Canada Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1107&street=W%2014TH%20AVENUE,1107,W 14TH AVENUE,2,32.0,"{""coordinates"":[-123.12940415,49.25901645],""type"":""Point""}",Fairview,"49.25901645, -123.12940415",0.06249999804687507,Vancouver
0832554 BC Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1234&street=W%2014TH%20AVENUE,1234,W 14TH AVENUE,3,44.0,"{""coordinates"":[-123.13263231,49.2585396],""type"":""Point""}",Fairview,"49.2585396, -123.13263231",0.06818181663223144,Vancouver
1312599 BC Limited Partnership,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1255&street=W%2014TH%20AVENUE,1255,W 14TH AVENUE,3,61.0,"{""coordinates"":[-123.13283081,49.25906694],""type"":""Point""}",Fairview,"49.25906694, -123.13283081",0.049180327062617595,Vancouver
Edward Ellis,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1379&street=W%2015TH%20AVENUE,1379,W 15TH AVENUE,2,15.0,"{""coordinates"":[-123.13566243,49.25819197],""type"":""Point""}",Fairview,"49.25819197, -123.13566243",0.13333332444444504,Vancouver
Societe De Habitation Laverendrye,http://app.vancouver.ca/RPS_Net/Default.aspx?num=859&street=W%2016TH%20AVENUE,859,W 16TH AVENUE,5,19.0,"{""coordinates"":[-123.12320747,49.25730073],""type"":""Point""}",Fairview,"49.25730073, -123.12320747",0.26315788088642733,Vancouver
Town House Apartments Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1500&street=W%2016TH%20AVENUE,1500,W 16TH AVENUE,3,6.0,"{""coordinates"":[-123.13923109,49.25684093],""type"":""Point""}",Shaughnessy,"49.25684093, -123.13923109",0.49999991666668053,Vancouver
Brian Morgenstern,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1131&street=W%2016TH%20AVENUE,1131,W 16TH AVENUE,1,7.0,"{""coordinates"":[-123.13003335,49.25727246],""type"":""Point""}",Fairview,"49.25727246, -123.13003335",0.1428571224489825,Vancouver
0890208 BC Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1111&street=W%2016TH%20AVENUE,1111,W 16TH AVENUE,1,8.0,"{""coordinates"":[-123.1294946,49.25726723],""type"":""Point""}",Fairview,"49.25726723, -123.1294946",0.12499998437500197,Vancouver
Coast Foundation Society (1974),http://app.vancouver.ca/RPS_Net/Default.aspx?num=3595&street=W%2017TH%20AVENUE,3595,W 17TH AVENUE,2,51.0,"{""coordinates"":[-123.18469709,49.25758303],""type"":""Point""}",Dunbar-Southlands,"49.25758303, -123.18469709",0.0392156855055748,Vancouver
BETA ENTERPRISES LTD,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3600&street=W%2027TH%20AVENUE,3600,W 27TH AVENUE,1,7.0,"{""coordinates"":[-123.1855383,49.24784735],""type"":""Point""}",Dunbar-Southlands,"49.24784735, -123.1855383",0.1428571224489825,Vancouver
Manet Investments Limited,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2155&street=W%2038TH%20AVENUE,2155,W 38TH AVENUE,3,28.0,"{""coordinates"":[-123.15668753,49.237624],""type"":""Point""}",Arbutus Ridge,"49.237624, -123.15668753",0.10714285331632667,Vancouver
Mivida Holdings Inc,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2133&street=W%2042ND%20AVENUE,2133,W 42ND AVENUE,3,22.0,"{""coordinates"":[-123.15667138,49.23389009],""type"":""Point""}",Kerrisdale,"49.23389009, -123.15667138",0.13636363016528952,Vancouver
Cavalier Manor Holding Co Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2120&street=W%2044TH%20AVENUE,2120,W 44TH AVENUE,1,46.0,"{""coordinates"":[-123.15729385,49.2315617],""type"":""Point""}",Kerrisdale,"49.2315617, -123.15729385",0.02173912996219283,Vancouver
Keljais Places Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1349&street=W%2070TH%20AVENUE,1349,W 70TH AVENUE,1,6.0,"{""coordinates"":[-123.13600836,49.20878477],""type"":""Point""}",Marpole,"49.20878477, -123.13600836",0.16666663888889352,Vancouver
Lisa Wong,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1440&street=W%2070TH%20AVENUE,1440,W 70TH AVENUE,1,24.0,"{""coordinates"":[-123.13878632,49.20829519],""type"":""Point""}",Marpole,"49.20829519, -123.13878632",0.041666664930555625,Vancouver
1459185 BC LTD,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1460&street=W%2070TH%20AVENUE,1460,W 70TH AVENUE,1,16.0,"{""coordinates"":[-123.1395972,49.20830587],""type"":""Point""}",Marpole,"49.20830587, -123.1395972",0.06249999609375024,Vancouver
0924733 BC Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1425&street=W%2070TH%20AVENUE,1425,W 70TH AVENUE,1,6.0,"{""coordinates"":[-123.13838298,49.20883001],""type"":""Point""}",Marpole,"49.20883001, -123.13838298",0.16666663888889352,Vancouver
Metro Maywood Holdings Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1441&street=W%2070TH%20AVENUE,1441,W 70TH AVENUE,3,22.0,"{""coordinates"":[-123.1388087,49.20886726],""type"":""Point""}",Marpole,"49.20886726, -123.1388087",0.13636363016528952,Vancouver
Jia Sheng Enterprises Inc,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1198&street=W%2070TH%20AVENUE,1198,W 70TH AVENUE,1,17.0,"{""coordinates"":[-123.13283559,49.20835905],""type"":""Point""}",Marpole,"49.20835905, -123.13283559",0.05882352595155729,Vancouver
Beng Kim Yeung (Beng Yeung),http://app.vancouver.ca/RPS_Net/Default.aspx?num=1310&street=W%2070TH%20AVENUE,1310,W 70TH AVENUE,2,5.0,"{""coordinates"":[-123.1350487,49.20829758],""type"":""Point""}",Marpole,"49.20829758, -123.1350487",0.399999920000016,Vancouver
The Blue Goat Enterprises Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1330&street=W%2071ST%20AVENUE,1330,W 71ST AVENUE,6,23.0,"{""coordinates"":[-123.13543011,49.20672602],""type"":""Point""}",Marpole,"49.20672602, -123.13543011",0.2608695538752368,Vancouver
Forestom Corporation,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1339&street=W%2071ST%20AVENUE,1339,W 71ST AVENUE,1,8.0,"{""coordinates"":[-123.13573227,49.20726355],""type"":""Point""}",Marpole,"49.20726355, -123.13573227",0.12499998437500197,Vancouver
West 71st Properties Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1175&street=W%2071ST%20AVENUE,1175,W 71ST AVENUE,1,11.0,"{""coordinates"":[-123.13299177,49.20717466],""type"":""Point""}",Marpole,"49.20717466, -123.13299177",0.09090908264462885,Vancouver
Lexus Properties West 71 Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1323&street=W%2071ST%20AVENUE,1323,W 71ST AVENUE,1,54.0,"{""coordinates"":[-123.13521658,49.20725249],""type"":""Point""}",Marpole,"49.20725249, -123.13521658",0.018518518175582997,Vancouver
K Tang Enterprises Inc,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1445&street=W%2072ND%20AVENUE,1445,W 72ND AVENUE,1,23.0,"{""coordinates"":[-123.1388575,49.20605797],""type"":""Point""}",Marpole,"49.20605797, -123.1388575",0.04347825897920613,Vancouver
E Alsilmi & Group Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1915&street=W%20BROADWAY,1915,W BROADWAY,1,25.0,"{""coordinates"":[-123.14858755,49.26403891],""type"":""Point""}",Kitsilano,"49.26403891, -123.14858755",0.03999999840000006,Vancouver
Maro Investments Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2425&street=W%20BROADWAY,2425,W BROADWAY,3,9.0,"{""coordinates"":[-123.16070538,49.26423538],""type"":""Point""}",Kitsilano,"49.26423538, -123.16070538",0.33333329629630043,Vancouver
bcIMC Realty Corporation & Larchway Gardens Holdings Inc,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2485&street=W%20BROADWAY,2485,W BROADWAY,4,32.0,"{""coordinates"":[-123.16162334,49.26426584],""type"":""Point""}",Kitsilano,"49.26426584, -123.16162334",0.12499999609375013,Vancouver
Lemerald Investment Corp,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1073&street=W%20BROADWAY,1073,W BROADWAY,1,6.0,"{""coordinates"":[-123.12833724,49.26371814],""type"":""Point""}",Fairview,"49.26371814, -123.12833724",0.16666663888889352,Vancouver
On Broadway Holdings Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1804&street=W%20BROADWAY,1804,W BROADWAY,4,7.0,"{""coordinates"":[-123.14602406,49.2633996],""type"":""Point""}",Kitsilano,"49.2633996, -123.14602406",0.57142848979593,Vancouver
Anthanasious Voutsilakos & Vasiliki Voutsilakos,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2341&street=W%20BROADWAY,2341,W BROADWAY,1,9.0,"{""coordinates"":[-123.15833774,49.26420044],""type"":""Point""}",Kitsilano,"49.26420044, -123.15833774",0.11111109876543349,Vancouver
Ted Tsoromocos,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2879&street=W%20BROADWAY,2879,W BROADWAY,4,8.0,"{""coordinates"":[-123.16995533,49.26435474],""type"":""Point""}",Kitsilano,"49.26435474, -123.16995533",0.4999999375000079,Vancouver
Petrakis Enterprises Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3355&street=W%20BROADWAY,3355,W BROADWAY,3,6.0,"{""coordinates"":[-123.17903744,49.26450788],""type"":""Point""}",Kitsilano,"49.26450788, -123.17903744",0.49999991666668053,Vancouver
Hildon Holdings Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=50&street=W%20CORDOVA%20STREET,50,W CORDOVA STREET,4,136.0,"{""coordinates"":[-123.10585529,49.2824678],""type"":""Point""}",Downtown,"49.2824678, -123.10585529",0.02941176448961938,Vancouver
Fortin Holdings Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=57&street=W%20CORDOVA%20STREET,57,W CORDOVA STREET,9,54.0,"{""coordinates"":[-123.10569211,49.28299731],""type"":""Point""}",Downtown,"49.28299731, -123.10569211",0.16666666358024698,Vancouver
1450 West Georgia Investments Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1450&street=W%20GEORGIA%20STREET,1450,W GEORGIA STREET,2,162.0,"{""coordinates"":[-123.12942519,49.28935812],""type"":""Point""}",West End,"49.28935812, -123.12942519",0.012345678936137784,Vancouver
Five West Hastings Holdings Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=5&street=W%20HASTINGS%20STREET,5,W HASTINGS STREET,19,31.0,"{""coordinates"":[-123.10492228,49.2818273],""type"":""Point""}",Downtown,"49.2818273, -123.10492228",0.6129032060353804,Vancouver
Atira Women's Resource Society,http://app.vancouver.ca/RPS_Net/Default.aspx?num=18&street=W%20HASTINGS%20STREET,18,W HASTINGS STREET,1,30.0,"{""coordinates"":[-123.10520873,49.28140831],""type"":""Point""}",Downtown,"49.28140831, -123.10520873",0.033333332222222255,Vancouver
PHS Community Services Society,http://app.vancouver.ca/RPS_Net/Default.aspx?num=20&street=W%20HASTINGS%20STREET,20,W HASTINGS STREET,5,87.0,"{""coordinates"":[-123.10547529,49.28138819],""type"":""Point""}",Downtown,"49.28138819, -123.10547529",0.057471263707226855,Vancouver
116 West Hastings Holdings Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=116&street=W%20HASTINGS%20STREET,116,W HASTINGS STREET,7,28.0,"{""coordinates"":[-123.10801449,49.28184149],""type"":""Point""}",Downtown,"49.28184149, -123.10801449",0.24999999107142887,Vancouver
Central City Foundation,http://app.vancouver.ca/RPS_Net/Default.aspx?num=29&street=W%20HASTINGS%20STREET,29,W HASTINGS STREET,2,42.0,"{""coordinates"":[-123.10560541,49.28199128],""type"":""Point""}",Downtown,"49.28199128, -123.10560541",0.0476190464852608,Vancouver
0927000 B C Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=33&street=W%20HASTINGS%20STREET,33,W HASTINGS STREET,8,31.0,"{""coordinates"":[-123.10570994,49.28200963],""type"":""Point""}",Downtown,"49.28200963, -123.10570994",0.2580645078043707,Vancouver
Laurelwood Ventures Inc,http://app.vancouver.ca/RPS_Net/Default.aspx?num=35&street=W%20HASTINGS%20STREET,35,W HASTINGS STREET,10,32.0,"{""coordinates"":[-123.10583167,49.28203155],""type"":""Point""}",Downtown,"49.28203155, -123.10583167",0.3124999902343753,Vancouver
Grand Union Holdings Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=74&street=W%20HASTINGS%20STREET,74,W HASTINGS STREET,9,35.0,"{""coordinates"":[-123.10683496,49.28163129],""type"":""Point""}",Downtown,"49.28163129, -123.10683496",0.2571428497959186,Vancouver
PHS COMMUNITY SERVICES SOCIETY,http://app.vancouver.ca/RPS_Net/Default.aspx?num=429&street=W%20PENDER%20STREET,429,W PENDER STREET,2,56.0,"{""coordinates"":[-123.11218735,49.28326902],""type"":""Point""}",Downtown,"49.28326902, -123.11218735",0.03571428507653063,Vancouver
Mina Angelicola,http://app.vancouver.ca/RPS_Net/Default.aspx?num=165&street=W%20PENDER%20STREET,165,W PENDER STREET,5,85.0,"{""coordinates"":[-123.10884749,49.28168463],""type"":""Point""}",Downtown,"49.28168463, -123.10884749",0.05882352871972319,Vancouver
620 W Pender Holdings Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=620&street=W%20PENDER%20STREET,620,W PENDER STREET,2,51.0,"{""coordinates"":[-123.11450974,49.28406412],""type"":""Point""}",Downtown,"49.28406412, -123.11450974",0.0392156855055748,Vancouver
GAMA FAMILY INDUSTRIES INC.,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2164&street=WALL%20STREET,2164,WALL STREET,1,8.0,"{""coordinates"":[-123.06011022,49.28777634],""type"":""Point""}",Grandview-Woodland,"49.28777634, -123.06011022",0.12499998437500197,Vancouver
Reliance Properties Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=33&street=WATER%20STREET,33,WATER STREET,1,58.0,"{""coordinates"":[-123.10495459,49.28389079],""type"":""Point""}",Downtown,"49.28389079, -123.10495459",0.017241379013079674,Vancouver
Atira Women's Resource Society,http://app.vancouver.ca/RPS_Net/Default.aspx?num=122&street=WATER%20STREET,122,WATER STREET,9,140.0,"{""coordinates"":[-123.10703834,49.28369274],""type"":""Point""}",Downtown,"49.28369274, -123.10703834",0.06428571382653062,Vancouver
1104142 BC Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3538&street=WINDSOR%20STREET,3538,WINDSOR STREET,2,24.0,"{""coordinates"":[-123.08350934,49.25339172],""type"":""Point""}",Kensington-Cedar Cottage,"49.25339172, -123.08350934",0.08333332986111125,Vancouver
WL Apartments Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=512&street=WOODLAND%20DRIVE,512,WOODLAND DRIVE,1,15.0,"{""coordinates"":[-123.07227322,49.27995895],""type"":""Point""}",Grandview-Woodland,"49.27995895, -123.07227322",0.06666666222222252,Vancouver
Pacific Northwest Ventures Co Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1209&street=WOODLAND%20DRIVE,1209,WOODLAND DRIVE,2,6.0,"{""coordinates"":[-123.07368405,49.27371091],""type"":""Point""}",Grandview-Woodland,"49.27371091, -123.07368405",0.33333327777778704,Vancouver
PY -1 Investments Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1601&street=YEW%20STREET,1601,YEW STREET,1,10.0,"{""coordinates"":[-123.15547296,49.27143843],""type"":""Point""}",Kitsilano,"49.27143843, -123.15547296",0.09999999000000101,Vancouver
Janet Wai Chun Li (Janet Li),http://app.vancouver.ca/RPS_Net/Default.aspx?num=5616&street=YEW%20STREET,5616,YEW STREET,2,13.0,"{""coordinates"":[-123.1573473,49.2354197],""type"":""Point""}",Arbutus Ridge,"49.2354197, -123.1573473",0.15384614201183525,Vancouver
ARBUTUS VILLAGE HOLDINGS LTD.,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4188&street=YEW%20STREET,4188,YEW STREET,2,233.0,"{""coordinates"":[-123.15398114,49.24854039],""type"":""Point""}",Arbutus Ridge,"49.24854039, -123.15398114",0.008583690950284589,Vancouver
York Street Properties Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2275&street=YORK%20AVENUE,2275,YORK AVENUE,1,9.0,"{""coordinates"":[-123.15672405,49.27196887],""type"":""Point""}",Kitsilano,"49.27196887, -123.15672405",0.11111109876543349,Vancouver
2425 York Nominee Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2425&street=YORK%20AVENUE,2425,YORK AVENUE,2,24.0,"{""coordinates"":[-123.16041381,49.27202683],""type"":""Point""}",Kitsilano,"49.27202683, -123.16041381",0.08333332986111125,Vancouver
Yorkshire Place Apt Ltd,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2145&street=YORK%20AVENUE,2145,YORK AVENUE,1,43.0,"{""coordinates"":[-123.15401504,49.27193519],""type"":""Point""}",Kitsilano,"49.27193519, -123.15401504",0.023255813412655504,Vancouver
Martin & Susan Sally,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2366&street=YORK%20AVENUE,2366,YORK AVENUE,3,11.0,"{""coordinates"":[-123.15889254,49.27149415],""type"":""Point""}",Kitsilano,"49.27149415, -123.15889254",0.2727272479338866,Vancouver
John Hernandez,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3460&street=YUKON%20STREET,3460,YUKON STREET,1,5.0,"{""coordinates"":[-123.11214974,49.25417327],""type"":""Point""}",Riley Park,"49.25417327, -123.11214974",0.199999960000008,Vancouver
